flight.number,type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.estimatedTime,Temperature (°F) Max,Temperature (°F) Avg,Temperature (°F) Min,Dew Point (°F) Max,Dew Point (°F) Avg,Dew Point (°F) Min,Humidity (%) Max,Humidity (%) Avg,Humidity (%) Min,Wind Speed (mph) Max,Wind Speed (mph) Avg,Wind Speed (mph) Min,Pressure (in) Max,Pressure (in) Avg,Pressure (in) Min,Precipitation (in),hour,day,month,year
671,departure,active,isb,opis,2024-06-10 09:35:00,khi,opkc,2024-06-10t09:35:00.000,109,97.0,84,61,56.9,48,45,28.0,14,13,5.3,0,28.9,28.2,0.0,0,9,1,6,2024
7571,departure,active,isb,opis,2024-06-10 09:20:00,dxb,omdb,2024-06-10t09:30:00.000,109,97.0,84,61,56.9,48,45,28.0,14,13,5.3,0,28.9,28.2,0.0,0,9,1,6,2024
7911,departure,active,isb,opis,2024-06-10 09:30:00,doh,othh,2024-06-10t09:30:00.000,109,97.0,84,61,56.9,48,45,28.0,14,13,5.3,0,28.9,28.2,0.0,0,9,1,6,2024
234,departure,active,isb,opis,2024-06-10 19:35:00,auh,omaa,2024-06-10t19:46:00.000,109,97.0,84,61,56.9,48,45,28.0,14,13,5.3,0,28.9,28.2,0.0,0,19,1,6,2024
206,departure,active,isb,opis,2024-06-10 03:35:00,kwi,okkk,2024-06-10t03:35:00.000,109,97.0,84,61,56.9,48,45,28.0,14,13,5.3,0,28.9,28.2,0.0,0,3,1,6,2024
260,departure,active,isb,opis,2024-06-10 08:20:00,lhr,egll,2024-06-10t09:30:00.000,109,97.0,84,61,56.9,48,45,28.0,14,13,5.3,0,28.9,28.2,0.0,0,8,1,6,2024
216,departure,active,isb,opis,2024-06-10 13:25:00,dxb,omdb,2024-06-10t13:25:00.000,109,97.0,84,61,56.9,48,45,28.0,14,13,5.3,0,28.9,28.2,0.0,0,13,1,6,2024
6187,departure,active,lhe,opla,2024-06-05 03:10:00,doh,othh,2024-06-05t03:10:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,3,3,6,2024
6367,departure,active,lhe,opla,2024-06-05 09:55:00,doh,othh,2024-06-05t11:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,9,3,6,2024
7915,departure,active,lhe,opla,2024-06-05 09:55:00,doh,othh,2024-06-05t11:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,9,3,6,2024
3836,departure,active,lhe,opla,2024-06-05 09:55:00,doh,othh,2024-06-05t11:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,9,3,6,2024
318,departure,active,lhe,opla,2024-06-05 04:15:00,ruh,oerk,2024-06-05t04:15:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,4,3,6,2024
841,departure,active,lhe,opla,2024-06-05 07:15:00,khi,opkc,2024-06-05t07:15:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,7,3,6,2024
3894,departure,active,lhe,opla,2024-06-05 20:40:00,auh,omaa,2024-06-05t20:40:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,20,3,6,2024
235,departure,active,lhe,opla,2024-06-05 00:30:00,dxb,omdb,2024-06-05t00:30:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,0,3,6,2024
412,departure,active,lhe,opla,2024-06-05 00:15:00,shj,omsj,2024-06-05t00:15:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,0,3,6,2024
502,departure,active,lhe,opla,2024-06-05 03:00:00,kwi,okkk,2024-06-05t03:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,3,3,6,2024
6173,departure,active,lhe,opla,2024-06-05 09:55:00,doh,othh,2024-06-05t11:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,9,3,6,2024
759,departure,active,lhe,opla,2024-06-05 17:00:00,jed,oejn,2024-06-05t17:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,17,3,6,2024
695,departure,active,khi,opkc,2024-06-05 02:00:00,add,haab,2024-06-05t01:45:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,2,3,6,2024
5576,departure,active,khi,opkc,2024-06-05 04:00:00,doh,othh,2024-06-05t04:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,4,3,6,2024
332,departure,active,khi,opkc,2024-06-05 04:55:00,dxb,omdb,2024-06-05t05:11:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,4,3,6,2024
2111,departure,active,khi,opkc,2024-06-05 11:30:00,dxb,omdb,2024-06-05t11:28:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,11,3,6,2024
7545,departure,active,khi,opkc,2024-06-05 16:40:00,dxb,omdb,2024-06-05t17:52:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,16,3,6,2024
840,departure,active,khi,opkc,2024-06-05 09:55:00,lhe,opla,2024-06-05t09:55:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,9,3,6,2024
455,departure,active,khi,opkc,2024-06-05 06:00:00,kdu,opsd,2024-06-05t06:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,6,3,6,2024
4003,departure,active,khi,opkc,2024-06-05 14:45:00,jed,oejn,2024-06-05t14:45:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,14,3,6,2024
334,departure,active,khi,opkc,2024-06-05 11:30:00,dxb,omdb,2024-06-05t11:28:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,11,3,6,2024
6185,departure,active,isb,opis,2024-06-05 03:35:00,doh,othh,2024-06-05t03:35:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,3,3,6,2024
6028,departure,active,isb,opis,2024-06-05 09:30:00,doh,othh,2024-06-05t09:30:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,9,3,6,2024
287,departure,active,isb,opis,2024-06-05 00:10:00,doh,othh,2024-06-05t02:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,0,3,6,2024
701,departure,active,isb,opis,2024-06-05 14:25:00,dxb,omdb,2024-06-05t15:00:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,14,3,6,2024
735,departure,active,isb,opis,2024-06-05 09:05:00,tbs,ugtb,2024-06-05t09:15:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,9,3,6,2024
230,departure,active,isb,opis,2024-06-05 16:45:00,auh,omaa,2024-06-05t22:20:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,16,3,6,2024
505,departure,active,isb,opis,2024-06-05 19:00:00,khi,opkc,2024-06-06t03:30:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,19,3,6,2024
3892,departure,active,isb,opis,2024-06-05 19:35:00,auh,omaa,2024-06-05t19:35:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,19,3,6,2024
671,departure,active,isb,opis,2024-06-05 09:35:00,khi,opkc,2024-06-05t09:35:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,9,3,6,2024
8311,departure,active,isb,opis,2024-06-05 03:35:00,doh,othh,2024-06-05t03:35:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,3,3,6,2024
451,departure,active,isb,opis,2024-06-05 08:30:00,kdu,opsd,2024-06-05t11:30:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,8,3,6,2024
216,departure,active,isb,opis,2024-06-05 13:25:00,dxb,omdb,2024-06-05t13:25:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,13,3,6,2024
5557,departure,active,isb,opis,2024-06-05 03:35:00,doh,othh,2024-06-05t03:35:00.000,106,92.2,79,66,63.2,59,61,39.2,24,40,12.6,0,29.0,28.8,28.0,0,3,3,6,2024
203,departure,active,lhe,opla,2024-06-07 12:05:00,dxb,omdb,2024-06-07t18:05:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,12,5,6,2024
847,departure,active,lhe,opla,2024-06-07 20:05:00,khi,opkc,2024-06-07t20:05:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,20,5,6,2024
318,departure,active,lhe,opla,2024-06-07 04:15:00,ruh,oerk,2024-06-07t04:15:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,4,5,6,2024
715,departure,active,lhe,opla,2024-06-07 05:45:00,ist,ltfm,2024-06-07t05:55:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,5,5,6,2024
715,departure,active,lhe,opla,2024-06-07 09:00:00,med,oema,2024-06-07t09:00:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,9,5,6,2024
5715,departure,active,lhe,opla,2024-06-07 05:45:00,ist,ltfm,2024-06-07t05:55:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,5,5,6,2024
9410,departure,active,lhe,opla,2024-06-07 23:40:00,bkk,vtbs,2024-06-07t23:40:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,23,5,6,2024
6367,departure,active,lhe,opla,2024-06-07 09:55:00,doh,othh,2024-06-07t09:55:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,9,5,6,2024
623,departure,active,lhe,opla,2024-06-07 03:30:00,dxb,omdb,2024-06-07t04:01:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,3,5,6,2024
716,departure,active,lhe,opla,2024-06-07 07:00:00,jed,oejn,2024-06-07t06:50:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,7,5,6,2024
3932,departure,active,lhe,opla,2024-06-07 04:35:00,auh,omaa,2024-06-07t06:10:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,4,5,6,2024
9148,departure,active,lhe,opla,2024-06-07 22:25:00,nng,zgnn,2024-06-07t22:25:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,22,5,6,2024
7416,departure,active,lhe,opla,2024-06-07 23:40:00,bkk,vtbs,2024-06-07t23:40:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,23,5,6,2024
7617,departure,active,lhe,opla,2024-06-07 03:30:00,dxb,omdb,2024-06-07t04:01:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,3,5,6,2024
3836,departure,active,lhe,opla,2024-06-07 09:55:00,doh,othh,2024-06-07t09:55:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,9,5,6,2024
322,departure,active,lhe,opla,2024-06-07 07:00:00,uet,opqt,2024-06-07t08:00:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,7,5,6,2024
476,departure,active,lhe,opla,2024-06-07 01:45:00,med,oema,2024-06-07t01:45:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,1,5,6,2024
629,departure,active,lhe,opla,2024-06-07 09:55:00,doh,othh,2024-06-07t09:55:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,9,5,6,2024
416,departure,active,lhe,opla,2024-06-07 23:55:00,dxb,omdb,2024-06-08t00:15:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,23,5,6,2024
6030,departure,active,lhe,opla,2024-06-07 03:10:00,doh,othh,2024-06-07t03:10:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,3,5,6,2024
638,departure,active,khi,opkc,2024-06-07 13:35:00,jed,oejn,2024-06-07t13:35:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,13,5,6,2024
302,departure,active,khi,opkc,2024-06-07 08:00:00,lhe,opla,2024-06-07t08:13:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,8,5,6,2024
695,departure,active,khi,opkc,2024-06-07 02:00:00,add,haab,2024-06-07t02:04:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,2,5,6,2024
402,departure,active,khi,opkc,2024-06-07 13:00:00,lhe,opla,2024-06-07t17:00:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,13,5,6,2024
672,departure,active,khi,opkc,2024-06-07 15:25:00,isb,opis,2024-06-07t15:25:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,15,5,6,2024
390,departure,active,khi,opkc,2024-06-07 17:15:00,skz,opsk,2024-06-07t17:17:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,17,5,6,2024
840,departure,active,khi,opkc,2024-06-07 09:55:00,lhe,opla,2024-06-07t09:55:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,9,5,6,2024
609,departure,active,khi,opkc,2024-06-07 19:35:00,dxb,omdb,2024-06-07t19:38:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,19,5,6,2024
310,departure,active,khi,opkc,2024-06-07 11:05:00,uet,opqt,2024-06-07t13:00:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,11,5,6,2024
5576,departure,active,khi,opkc,2024-06-07 04:00:00,doh,othh,2024-06-07t03:58:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,4,5,6,2024
314,departure,active,khi,opkc,2024-06-07 06:00:00,ruh,oerk,2024-06-07t06:16:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,6,5,6,2024
222,departure,active,khi,opkc,2024-06-07 04:55:00,auh,omaa,2024-06-07t05:10:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,4,5,6,2024
200,departure,active,khi,opkc,2024-06-07 13:15:00,isb,opis,2024-06-07t13:15:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,13,5,6,2024
336,departure,active,khi,opkc,2024-06-07 16:40:00,dxb,omdb,2024-06-07t16:49:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,16,5,6,2024
611,departure,active,khi,opkc,2024-06-07 10:25:00,doh,othh,2024-06-07t10:25:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,10,5,6,2024
201,departure,active,khi,opkc,2024-06-07 20:45:00,auh,omaa,2024-06-07t20:41:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,20,5,6,2024
615,departure,active,isb,opis,2024-06-07 09:30:00,doh,othh,2024-06-07t09:30:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,9,5,6,2024
7917,departure,active,isb,opis,2024-06-07 03:35:00,doh,othh,2024-06-07t03:35:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,3,5,6,2024
3930,departure,active,isb,opis,2024-06-07 04:30:00,auh,omaa,2024-06-07t04:30:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,4,5,6,2024
3892,departure,active,isb,opis,2024-06-07 19:35:00,auh,omaa,2024-06-07t20:05:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,19,5,6,2024
6008,departure,active,isb,opis,2024-06-07 09:40:00,urc,zwww,2024-06-07t09:40:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,9,5,6,2024
7418,departure,active,isb,opis,2024-06-07 23:20:00,bkk,vtbs,2024-06-07t23:20:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,23,5,6,2024
369,departure,active,isb,opis,2024-06-07 16:00:00,khi,opkc,2024-06-07t16:45:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,16,5,6,2024
928,departure,active,isb,opis,2024-06-07 16:30:00,kbl,oakb,2024-06-07t17:30:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,16,5,6,2024
232,departure,active,isb,opis,2024-06-07 04:30:00,auh,omaa,2024-06-07t04:30:00.000,102,90.3,77,66,61.4,57,61,39.8,25,15,8.8,5,28.9,28.9,28.8,0,4,5,6,2024
6187,departure,active,lhe,opla,2024-06-06 03:10:00,doh,othh,2024-06-06t03:10:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,3,4,6,2024
8284,departure,active,lhe,opla,2024-06-06 03:10:00,doh,othh,2024-06-06t03:10:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,3,4,6,2024
629,departure,active,lhe,opla,2024-06-06 09:55:00,doh,othh,2024-06-06t09:55:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
242,departure,active,lhe,opla,2024-06-06 04:35:00,auh,omaa,2024-06-06t04:35:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,4,4,6,2024
8162,departure,active,lhe,opla,2024-06-06 09:55:00,doh,othh,2024-06-06t09:55:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
821,departure,active,lhe,opla,2024-06-06 08:10:00,jed,oejn,2024-06-06t08:10:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,8,4,6,2024
789,departure,active,lhe,opla,2024-06-06 04:20:00,yyz,cyyz,2024-06-06t05:00:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,4,4,6,2024
502,departure,active,lhe,opla,2024-06-06 21:00:00,shj,omsj,2024-06-06t21:00:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,21,4,6,2024
9032,departure,active,lhe,opla,2024-06-06 06:50:00,cmb,vcbi,2024-06-06t06:50:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,6,4,6,2024
346,departure,active,lhe,opla,2024-06-06 23:40:00,bkk,vtbs,2024-06-06t23:40:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,23,4,6,2024
7915,departure,active,lhe,opla,2024-06-06 09:55:00,doh,othh,2024-06-06t09:55:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
884,departure,active,lhe,opla,2024-06-06 03:15:00,dmm,oedf,2024-06-06t03:15:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,3,4,6,2024
621,departure,active,lhe,opla,2024-06-06 03:10:00,doh,othh,2024-06-06t03:10:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,3,4,6,2024
846,departure,active,khi,opkc,2024-06-06 17:45:00,lhe,opla,2024-06-06t17:45:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,17,4,6,2024
5578,departure,active,khi,opkc,2024-06-06 10:25:00,doh,othh,2024-06-06t10:25:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,10,4,6,2024
5160,departure,active,khi,opkc,2024-06-06 05:40:00,mct,ooms,2024-06-06t05:40:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,5,4,6,2024
536,departure,active,khi,opkc,2024-06-06 18:00:00,skz,opsk,2024-06-06t18:15:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,18,4,6,2024
225,departure,active,khi,opkc,2024-06-06 19:35:00,mct,ooms,2024-06-06t20:00:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,19,4,6,2024
241,departure,active,khi,opkc,2024-06-06 22:30:00,dmm,oedf,2024-06-06t23:00:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,22,4,6,2024
6024,departure,active,khi,opkc,2024-06-06 04:00:00,doh,othh,2024-06-06t04:00:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,4,4,6,2024
9144,departure,active,khi,opkc,2024-06-06 21:05:00,nng,zgnn,2024-06-06t14:17:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,21,4,6,2024
4357,departure,active,khi,opkc,2024-06-06 02:30:00,dxb,omdb,2024-06-06t02:30:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,2,4,6,2024
8199,departure,active,isb,opis,2024-06-06 09:30:00,doh,othh,2024-06-06t09:30:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
309,departure,active,isb,opis,2024-06-06 19:00:00,khi,opkc,2024-06-06t19:00:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,19,4,6,2024
858,departure,active,isb,opis,2024-06-06 08:35:00,uet,opqt,2024-06-06t08:35:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,8,4,6,2024
6372,departure,active,isb,opis,2024-06-06 09:30:00,doh,othh,2024-06-06t09:30:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
946,departure,active,isb,opis,2024-06-06 19:30:00,khi,opkc,2024-06-06t20:13:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,19,4,6,2024
711,departure,active,isb,opis,2024-06-06 05:30:00,ist,ltfm,2024-06-06t05:30:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,5,4,6,2024
301,departure,active,isb,opis,2024-06-06 10:00:00,khi,opkc,2024-06-06t12:45:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,10,4,6,2024
5144,departure,active,isb,opis,2024-06-06 02:00:00,gyd,ubbb,2024-06-06t02:10:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,2,4,6,2024
6028,departure,active,isb,opis,2024-06-06 09:30:00,doh,othh,2024-06-06t09:30:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
742,departure,active,isb,opis,2024-06-06 20:30:00,shj,omsj,2024-06-06t20:30:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,20,4,6,2024
7571,departure,active,isb,opis,2024-06-06 09:20:00,dxb,omdb,2024-06-06t09:20:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
801,departure,active,isb,opis,2024-06-06 09:15:00,jed,oejn,2024-06-06t11:00:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
216,departure,active,isb,opis,2024-06-06 13:25:00,dxb,omdb,2024-06-06t15:45:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,13,4,6,2024
633,departure,active,isb,opis,2024-06-06 03:35:00,doh,othh,2024-06-06t03:39:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,3,4,6,2024
671,departure,active,isb,opis,2024-06-06 09:35:00,khi,opkc,2024-06-06t09:35:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,9,4,6,2024
5711,departure,active,isb,opis,2024-06-06 05:30:00,ist,ltfm,2024-06-06t05:30:00.000,100,88.3,75,66,62.5,52,69,44.4,23,21,9.8,0,29.0,28.9,28.9,0,5,4,6,2024
401,departure,active,lhe,opla,2024-06-14 10:00:00,khi,opkc,2024-06-14t10:00:00.000,111,98.8,86,63,58.6,55,45,28.2,16,12,4.8,0,28.8,28.7,28.7,0,10,5,6,2024
7617,departure,active,lhe,opla,2024-06-14 03:30:00,dxb,omdb,2024-06-14t03:30:00.000,111,98.8,86,63,58.6,55,45,28.2,16,12,4.8,0,28.8,28.7,28.7,0,3,5,6,2024
7915,departure,active,lhe,opla,2024-06-14 09:55:00,doh,othh,2024-06-14t09:55:00.000,111,98.8,86,63,58.6,55,45,28.2,16,12,4.8,0,28.8,28.7,28.7,0,9,5,6,2024
303,departure,active,lhe,opla,2024-06-14 11:00:00,khi,opkc,2024-06-14t13:30:00.000,111,98.8,86,63,58.6,55,45,28.2,16,12,4.8,0,28.8,28.7,28.7,0,11,5,6,2024
621,departure,active,lhe,opla,2024-06-14 03:10:00,doh,othh,2024-06-14t03:10:00.000,111,98.8,86,63,58.6,55,45,28.2,16,12,4.8,0,28.8,28.7,28.7,0,3,5,6,2024
229,departure,active,lhe,opla,2024-06-14 12:35:00,mct,ooms,2024-06-14t13:16:00.000,111,98.8,86,63,58.6,55,45,28.2,16,12,4.8,0,28.8,28.7,28.7,0,12,5,6,2024
203,departure,active,lhe,opla,2024-06-14 12:05:00,dxb,omdb,2024-06-14t12:20:00.000,111,98.8,86,63,58.6,55,45,28.2,16,12,4.8,0,28.8,28.7,28.7,0,12,5,6,2024
6032,departure,active,lhe,opla,2024-06-14 09:55:00,doh,othh,2024-06-14t09:55:00.000,111,98.8,86,63,58.6,55,45,28.2,16,12,4.8,0,28.8,28.7,28.7,0,9,5,6,2024
